Date;Longitude;Latitude;Depth;Rms;Type;Magnitude;Location;EventID
2023-02-08T14:52:11;36.649;37.136;7;0.91;ML;2.3;İslahiye (Gaziantep);544511
2023-02-08T14:42:21;36.576;38.051;12.57;0.38;ML;4.2;Göksun (Kahramanmaraş);544510
2023-02-08T14:37:38;40.472;38.576;7.02;0.69;ML;2.5;Lice (Diyarbakır);544508
2023-02-08T14:28:49;36.774;37.258;7;0.14;ML;2.8;Türkoğlu (Kahramanmaraş);544509
2023-02-08T14:20:25;37.391;37.985;16.69;0.2;ML;5;Nurhak (Kahramanmaraş);544506
2023-02-08T14:15:04;36.58;37.986;7.62;0.58;ML;3;Onikişubat (Kahramanmaraş);544507
2023-02-08T14:09:40;37.637;37.951;6.55;0.38;ML;3.7;Doğanşehir (Malatya);544518
2023-02-08T14:08:23;37.142;37.658;7;0.34;ML;2.3;Dulkadiroğlu (Kahramanmaraş);544525
2023-02-08T14:04:54;38.217;38.112;12.85;0.59;ML;4;Çelikhan (Adıyaman);544517
2023-02-08T14:02:33;38.183;37.991;7;0.79;ML;2.8;Çelikhan (Adıyaman);544521
2023-02-08T13:59:46;36.408;38.089;7.61;0.54;ML;2.6;Göksun (Kahramanmaraş);544504
2023-02-08T13:58:15;37.204;37.506;8.07;0.19;ML;3.1;Dulkadiroğlu (Kahramanmaraş);544501
2023-02-08T13:55:40;37.098;37.37;13.29;0.28;ML;2.1;Dulkadiroğlu (Kahramanmaraş);544505
2023-02-08T13:53:57;37.137;37.411;12.79;0.2;ML;2.6;Dulkadiroğlu (Kahramanmaraş);544503
2023-02-08T13:49:14;36.935;37.151;7;0.22;ML;3;Nurdağı (Gaziantep);544502
2023-02-08T13:33:21;37.788;38.106;7;0.56;ML;3.4;Doğanşehir (Malatya);544500
2023-02-08T13:31:28;36.672;38.065;7;0.38;ML;4;Göksun (Kahramanmaraş);544498
2023-02-08T13:29:26;36.105;36.215;15.73;0.21;ML;3.6;Defne (Hatay);544499
2023-02-08T13:22:45;38.186;37.987;10.96;0.3;ML;3.8;Merkez (Adıyaman);544495
2023-02-08T13:18:44;36.592;38.064;6.3;0.52;ML;3.1;Göksun (Kahramanmaraş);544497
2023-02-08T13:14:15;36.567;38.044;14.3;0.72;ML;3.3;Göksun (Kahramanmaraş);544494
2023-02-08T13:12:44;36.594;38.05;7.08;0.55;ML;3.3;Göksun (Kahramanmaraş);544493
2023-02-08T13:10:16;32.993;37.627;9.44;0.4;ML;2.9;Çumra (Konya);544490
2023-02-08T13:06:32;37.564;37.991;7.12;0.47;ML;3.1;Nurhak (Kahramanmaraş);544488
2023-02-08T12:59:22;36.941;37.468;7;0.51;ML;2.2;Dulkadiroğlu (Kahramanmaraş);544496
2023-02-08T12:51:46;37.052;37.349;10.34;0.2;ML;2.7;Dulkadiroğlu (Kahramanmaraş);544489
2023-02-08T12:50:45;36.859;37.376;10.91;0.24;ML;2.3;Türkoğlu (Kahramanmaraş);544491
2023-02-08T12:45:28;37.059;37.346;10.26;0.31;ML;3;Dulkadiroğlu (Kahramanmaraş);544487
2023-02-08T12:41:12;37.291;37.582;8.95;0.24;ML;3.3;Pazarcık (Kahramanmaraş);544482
2023-02-08T12:38:00;36.609;38.052;24.5;0.41;ML;3.4;Göksun (Kahramanmaraş);544479
2023-02-08T12:33:05;26.108;39.602;6.27;0.17;ML;2;Ege Denizi - [06.48 km] Ayvacık (Çanakkale);544485
2023-02-08T12:30:06;38.168;37.972;6.96;0.46;ML;3.3;Merkez (Adıyaman);544481
2023-02-08T12:25:38;30.445;38.708;11.56;0.33;ML;1.6;Merkez (Afyonkarahisar);544477
2023-02-08T12:21:40;38.055;38.201;6.38;0.19;ML;2.4;Yeşilyurt (Malatya);544483
2023-02-08T12:16:35;36.776;36.97;7.16;0.92;ML;3.1;İslahiye (Gaziantep);544480
2023-02-08T12:11:54;37.373;38.856;7;0.78;ML;4.1;Gürün (Sivas);544475
2023-02-08T12:11:02;37.356;38.847;7;0.59;ML;3.1;Gürün (Sivas);544476
2023-02-08T12:07:27;38.17;38.244;6.97;0.44;ML;2.2;Yeşilyurt (Malatya);544486
2023-02-08T12:04:22;37.765;38.242;7;0.75;ML;2.5;Akçadağ (Malatya);544484
2023-02-08T12:00:18;37.389;37.554;7;0.29;ML;3.5;Pazarcık (Kahramanmaraş);544478
2023-02-08T11:57:22;36.609;38.098;16.49;0.46;ML;3.6;Göksun (Kahramanmaraş);544473
2023-02-08T11:52:10;38.473;38.137;6.24;0.41;ML;3.5;Sincik (Adıyaman);544472
2023-02-08T11:44:50;37.322;37.686;8.05;0.56;ML;3.5;Çağlayancerit (Kahramanmaraş);544474
2023-02-08T11:37:21;36.892;38.088;18.62;0.69;ML;3.8;Göksun (Kahramanmaraş);544469
2023-02-08T11:33:51;38.342;37.02;7;0.3;ML;3.3;Suruç (�?anlıurfa);544471
2023-02-08T11:23:59;37.638;37.99;9.74;0.27;ML;4.8;Doğanşehir (Malatya);544462
2023-02-08T11:21:54;37.071;37.359;8.57;0.2;ML;2.7;Dulkadiroğlu (Kahramanmaraş);544467
2023-02-08T11:20:33;37.91;38.122;7.09;0.13;ML;3.2;Doğanşehir (Malatya);544466
2023-02-08T11:19:49;37.654;37.997;9.89;0.28;ML;3.4;Doğanşehir (Malatya);544465
2023-02-08T11:18:26;37.486;37.702;6.97;0.36;ML;3.4;Gölbaşı (Adıyaman);544463
2023-02-08T11:11:51;37.641;38.012;13.18;0.35;ML;5.3;Doğanşehir (Malatya);544459
2023-02-08T11:08:16;36.258;37.835;7;0.53;ML;3.2;Saimbeyli (Adana);544470
2023-02-08T11:05:59;36.584;38.074;7;0.65;ML;3.3;Göksun (Kahramanmaraş);544468
2023-02-08T11:00:18;37.871;38.177;12.22;0.74;ML;4.3;Doğanşehir (Malatya);544457
2023-02-08T10:55:04;36.277;37.951;7;0.77;ML;2.9;Göksun (Kahramanmaraş);544464
2023-02-08T10:52:56;35.868;36.242;7.33;0.64;ML;3.3;Arsuz (Hatay);544456
2023-02-08T10:52:02;36.088;36.161;14.97;0.29;ML;3.1;Defne (Hatay);544455
2023-02-08T10:44:00;36.796;37.314;6.44;0.24;ML;2.2;Türkoğlu (Kahramanmaraş);544461
2023-02-08T10:34:00;37.384;38.849;7;0.77;ML;3.5;Gürün (Sivas);544458
2023-02-08T10:31:46;36.308;36.783;7;0.37;ML;3.5;Payas (Hatay);544460
2023-02-08T10:26:23;36.953;37.186;5.19;0.27;ML;4.5;Nurdağı (Gaziantep);544445
2023-02-08T10:24:38;36.461;38.03;7.05;0.26;ML;3.2;Göksun (Kahramanmaraş);544450
2023-02-08T10:20:35;37.788;38.147;7.29;0.49;ML;2.8;Doğanşehir (Malatya);544447
2023-02-08T10:13:25;37.124;37.21;7;0.62;ML;2.7;�?ehitkamil (Gaziantep);544452
2023-02-08T10:12:51;36.576;38.006;7.17;0.56;ML;2.9;Göksun (Kahramanmaraş);544444
2023-02-08T10:12:51;36.579;38.041;7;0.45;ML;2.6;Göksun (Kahramanmaraş);544454
2023-02-08T10:11:11;36.792;37.316;5.67;0.17;ML;2.1;Türkoğlu (Kahramanmaraş);544448
2023-02-08T10:07:23;37.038;37.473;7.25;0.12;ML;2.5;Dulkadiroğlu (Kahramanmaraş);544446
2023-02-08T10:02:56;36.435;38.044;6.43;0.36;ML;2.8;Göksun (Kahramanmaraş);544443
2023-02-08T09:54:35;38.494;38.124;6.97;0.37;ML;2.6;Sincik (Adıyaman);544442
2023-02-08T09:52:11;36.407;37.981;13.21;0.29;MW;4.2;Göksun (Kahramanmaraş);544439
2023-02-08T09:51:02;37.044;37.492;4.94;0.2;ML;2.8;Dulkadiroğlu (Kahramanmaraş);544449
2023-02-08T09:43:33;37.315;37.609;7.56;0.4;ML;2.4;Pazarcık (Kahramanmaraş);544453
2023-02-08T09:41:45;38.356;38.089;7.42;0.41;ML;3.2;Çelikhan (Adıyaman);544440
2023-02-08T09:40:10;38.094;38.225;7;0.36;ML;2.7;Yeşilyurt (Malatya);544451
2023-02-08T09:34:35;37.179;37.476;10.44;0.28;ML;3.5;Dulkadiroğlu (Kahramanmaraş);544438
2023-02-08T09:32:12;37.161;37.435;13.42;0.38;ML;3.1;Dulkadiroğlu (Kahramanmaraş);544441
2023-02-08T09:28:28;38.186;38.072;9.18;1;ML;2.7;Çelikhan (Adıyaman);544437
2023-02-08T09:21:16;36.353;37.97;7.9;0.39;ML;2.2;Göksun (Kahramanmaraş);544435
2023-02-08T09:20:04;36.417;38.021;7;0.79;ML;2.6;Göksun (Kahramanmaraş);544433
2023-02-08T09:18:35;36.441;38.031;7;0.17;ML;2.3;Göksun (Kahramanmaraş);544432
2023-02-08T09:13:06;36.392;36.697;15.65;0.5;ML;4;Hassa (Hatay);544429
2023-02-08T09:11:07;27.622;38.71;6.99;0.36;ML;1.8;Saruhanlı (Manisa);544434
2023-02-08T09:08:58;36.611;38.056;17.15;0.34;ML;2.7;Göksun (Kahramanmaraş);544430
2023-02-08T09:06:41;37.662;37.8;8.55;0.3;ML;3.6;Gölbaşı (Adıyaman);544427
2023-02-08T08:58:56;37.839;38.072;10.75;0.6;ML;2.9;Doğanşehir (Malatya);544436
2023-02-08T08:52:46;38.642;38.185;7;0.52;ML;3.2;Pütürge (Malatya);544431
2023-02-08T08:50:12;36.591;36.929;7;0.53;ML;3;İslahiye (Gaziantep);544428
2023-02-08T08:46:59;37.241;37.537;7;0.12;ML;3;Pazarcık (Kahramanmaraş);544426
2023-02-08T08:39:09;38.061;38.222;7;0.7;ML;3.6;Yeşilyurt (Malatya);544421
2023-02-08T08:34:23;36.683;37.883;6.47;0.54;ML;2.6;Onikişubat (Kahramanmaraş);544418
2023-02-08T08:33:23;30.987;38.655;4.36;0.16;ML;1.6;Çay (Afyonkarahisar);544422
2023-02-08T08:30:28;36.492;38.042;8;0.47;ML;2.7;Göksun (Kahramanmaraş);544417
2023-02-08T08:20:03;36.652;37.867;6.98;0.58;ML;3.4;Onikişubat (Kahramanmaraş);544425
2023-02-08T08:18:56;35.976;36.042;9.75;0.78;ML;2.8;Samandağ (Hatay);544419
2023-02-08T08:17:30;40.556;39.417;7;0.15;ML;1.8;Yedisu (Bingöl);544423
2023-02-08T08:14:12;36.489;38.01;6.53;0.59;ML;3.5;Göksun (Kahramanmaraş);544420
2023-02-08T08:12:30;37.206;37.505;7;0.15;ML;2.6;Dulkadiroğlu (Kahramanmaraş);544416
2023-02-08T08:10:13;36.951;37.154;7;0.31;ML;2.8;Nurdağı (Gaziantep);544414
2023-02-08T08:08:11;36.887;37.447;7;0.46;ML;3.4;Türkoğlu (Kahramanmaraş);544412
2023-02-08T08:06:46;36.938;37.155;6.98;0.33;ML;3.2;Nurdağı (Gaziantep);544410
2023-02-08T08:03:04;36.542;37.895;7;0.45;ML;3.6;Göksun (Kahramanmaraş);544405
2023-02-08T07:58:22;37.029;37.495;8.13;0.34;ML;3.2;Dulkadiroğlu (Kahramanmaraş);544411
2023-02-08T07:56:37;37.674;37.669;7;0.22;ML;2.5;Gölbaşı (Adıyaman);544409
2023-02-08T07:51:46;37.206;38.085;7.05;0.69;ML;3.5;Ekinözü (Kahramanmaraş);544408
2023-02-08T07:48:31;36.467;38.021;9.06;0.3;MW;5.1;Göksun (Kahramanmaraş);544398
2023-02-08T07:47:50;37.041;37.522;7;0.54;ML;3.5;Dulkadiroğlu (Kahramanmaraş);544406
2023-02-08T07:46:27;36.367;36.126;3.95;0.53;ML;3.7;Altınözü (Hatay);544404
2023-02-08T07:41:20;35.202;35.847;19.6;0.49;ML;3;Akdeniz;544403
2023-02-08T07:40:29;39.248;38.291;7;0.89;ML;2.1;Çüngüş (Diyarbakır);544402
2023-02-08T07:34:52;37.177;37.527;8.94;0.24;ML;3.1;Dulkadiroğlu (Kahramanmaraş);544401
2023-02-08T07:33:43;36.991;38.092;11.33;0.47;ML;3.1;Göksun (Kahramanmaraş);544400
2023-02-08T07:28:23;37.658;37.985;7;0.45;ML;3.7;Doğanşehir (Malatya);544424
2023-02-08T07:27:46;36.39;37.875;7;0.8;ML;3.1;Göksun (Kahramanmaraş);544413
2023-02-08T07:23:44;36.161;36.346;17.07;0.65;ML;4;Antakya (Hatay);544392
2023-02-08T07:22:44;36.934;37.186;7;0.26;ML;2.7;Nurdağı (Gaziantep);544407
2023-02-08T07:20:41;36.446;36.668;8.24;0.37;ML;4;Hassa (Hatay);544391
2023-02-08T07:19:06;37.296;37.597;14.41;0.18;MW;4;Pazarcık (Kahramanmaraş);544389
2023-02-08T07:15:07;37.526;37.989;10.33;0.44;ML;3.5;Nurhak (Kahramanmaraş);544399
2023-02-08T07:12:24;37.687;37.945;10.36;0.35;ML;2.9;Doğanşehir (Malatya);544396
2023-02-08T07:09:33;37.308;38.242;11.21;0.93;ML;3.7;Elbistan (Kahramanmaraş);544388
2023-02-08T07:04:14;39.984;38.705;4.92;0.66;ML;1.9;Palu (Elazığ);544394
2023-02-08T07:01:31;38.336;38.314;7.01;0.45;ML;2.7;Battalgazi (Malatya);544393
2023-02-08T06:58:37;37.191;37.523;12.1;0.24;ML;3;Pazarcık (Kahramanmaraş);544387
2023-02-08T06:50:29;38.606;38.125;0;0.7;ML;2.5;Pütürge (Malatya);544386
2023-02-08T06:48:41;39.942;38.705;10.01;0.88;ML;2.4;Palu (Elazığ);544385
2023-02-08T06:46:37;38.244;38.277;7.01;0.45;ML;2.7;Yeşilyurt (Malatya);544383
2023-02-08T06:45:55;38.035;38.244;6.98;0.62;ML;2.4;Yeşilyurt (Malatya);544382
2023-02-08T06:42:21;37.141;37.406;12.33;0.2;ML;2.4;Pazarcık (Kahramanmaraş);544397
2023-02-08T06:40:27;38.45;38.122;13.95;0.47;ML;3.1;Sincik (Adıyaman);544384
2023-02-08T06:39:28;37.089;37.999;7.14;0.68;ML;2.5;Ekinözü (Kahramanmaraş);544395
2023-02-08T06:30:33;37.224;38.089;7;0.73;ML;3;Ekinözü (Kahramanmaraş);544390
2023-02-08T06:28:20;38.109;38.251;11.37;0.74;ML;2.8;Yeşilyurt (Malatya);544378
2023-02-08T06:23:57;36.543;38.071;7.45;0.89;ML;3.2;Göksun (Kahramanmaraş);544377
2023-02-08T06:22:42;36.873;38.068;8.24;0.39;ML;2.7;Göksun (Kahramanmaraş);544375
2023-02-08T06:21:34;27.482;35.793;14.98;0.72;ML;2.8;Ege Denizi - [100.03 km] Datça (Muğla);544381
2023-02-08T06:19:34;36.358;37.889;6.99;0.59;ML;2.2;Göksun (Kahramanmaraş);544374
2023-02-08T06:18:39;27.067;37.851;7;0.22;ML;1.7;Ege Denizi - Kuşadası Körfezi - [15.49 km] Kuşadası (Aydın);544380
2023-02-08T06:08:33;38.347;38.09;6.99;0.45;MW;4.3;Çelikhan (Adıyaman);544370
2023-02-08T06:07:13;38.18;38.017;7.01;0.48;ML;3.1;Çelikhan (Adıyaman);544379
2023-02-08T06:04:58;38.126;37.965;11.7;0.45;ML;3.5;Doğanşehir (Malatya);544376
2023-02-08T06:02:02;37.891;38.086;13.36;0.58;ML;3.2;Doğanşehir (Malatya);544373
2023-02-08T05:59:13;36.836;37.369;7;0.67;ML;3.1;Türkoğlu (Kahramanmaraş);544368
2023-02-08T05:58:37;37.968;37.859;6.53;0.19;ML;3.2;Tut (Adıyaman);544369
2023-02-08T05:52:35;36.717;38.067;7.01;0.43;ML;4.5;Göksun (Kahramanmaraş);544367
2023-02-08T05:49:53;36.742;37.192;7.2;0.35;ML;2.8;Nurdağı (Gaziantep);544372
2023-02-08T05:49:21;37.166;37.433;11.9;0.11;ML;1.7;Dulkadiroğlu (Kahramanmaraş);544371
2023-02-08T05:38:42;36.367;37.992;7.06;0.44;ML;2.5;Göksun (Kahramanmaraş);544363
2023-02-08T05:36:22;36.726;37.156;5.11;0.35;ML;2.8;Nurdağı (Gaziantep);544366
2023-02-08T05:34:07;36.926;37.156;8.48;0.36;ML;3.2;Nurdağı (Gaziantep);544365
2023-02-08T05:26:13;36.79;37.324;4.8;0.38;ML;3.3;Türkoğlu (Kahramanmaraş);544358
2023-02-08T05:22:45;37.122;37.508;7.12;0.37;ML;2.7;Dulkadiroğlu (Kahramanmaraş);544359
2023-02-08T05:18:55;37.192;37.471;7.08;0.29;ML;2.4;Dulkadiroğlu (Kahramanmaraş);544362
2023-02-08T05:18:38;37.172;37.472;7.12;0.29;ML;2.2;Dulkadiroğlu (Kahramanmaraş);544360
2023-02-08T05:13:19;36.824;38.103;6.86;0.89;ML;3.1;Göksun (Kahramanmaraş);544354
2023-02-08T05:11:40;38.152;38.079;7.75;0.37;ML;2.8;Yeşilyurt (Malatya);544356
2023-02-08T05:08:07;37.228;37.574;6.99;0.85;ML;2.2;Dulkadiroğlu (Kahramanmaraş);544352
2023-02-08T05:03:02;38.212;38.176;9.75;0.95;ML;2.5;Yeşilyurt (Malatya);544361
2023-02-08T05:00:20;36.875;37.233;7;0.14;ML;2.5;Nurdağı (Gaziantep);544350
2023-02-08T04:58:08;37.47;38.002;7.12;0.66;ML;3.9;Nurhak (Kahramanmaraş);544349
2023-02-08T04:54:32;38.504;38.053;6.85;0.61;ML;3.1;Sincik (Adıyaman);544348
2023-02-08T04:51:25;36.592;38.029;6.85;0.67;ML;3.5;Göksun (Kahramanmaraş);544347
2023-02-08T04:48:52;38.137;38.239;14.84;0.36;ML;2.9;Yeşilyurt (Malatya);544346
2023-02-08T04:44:15;37.671;37.967;7.7;0.53;ML;3.3;Doğanşehir (Malatya);544357
2023-02-08T04:39:30;38.441;38.105;12.86;0.39;ML;3.4;Sincik (Adıyaman);544355
2023-02-08T04:34:13;36.17;37.86;4.6;0.46;ML;2.7;Saimbeyli (Adana);544351
2023-02-08T04:32:46;36.566;38.112;7.03;0.84;ML;2.6;Göksun (Kahramanmaraş);544353
2023-02-08T04:15:33;37.442;37.59;7;0.94;ML;2.6;Pazarcık (Kahramanmaraş);544345
2023-02-08T04:10:13;36.938;37.426;7;0.99;ML;2.4;Dulkadiroğlu (Kahramanmaraş);544342
2023-02-08T04:04:38;37.074;37.504;7.83;0.16;ML;2.3;Dulkadiroğlu (Kahramanmaraş);544341
2023-02-08T03:58:06;38.808;38.267;6.98;0.78;ML;2.7;Pütürge (Malatya);544344
2023-02-08T03:56:24;39.638;38.574;7.98;0.24;ML;2.5;Maden (Elazığ);544343
2023-02-08T03:54:23;37.043;37.487;9.38;0.44;ML;2.3;Dulkadiroğlu (Kahramanmaraş);544340
2023-02-08T03:47:08;38.554;38.122;6.54;0.87;MW;4;Sincik (Adıyaman);544339
2023-02-08T03:43:03;37.678;37.982;7;0.33;MW;4;Doğanşehir (Malatya);544338
2023-02-08T03:39:41;37.186;37.543;7.34;0.34;MW;4;Dulkadiroğlu (Kahramanmaraş);544336
2023-02-08T03:36:05;36.276;36.44;7;0.64;ML;2.8;Belen (Hatay);544337
2023-02-08T03:30:48;36.973;37.435;8.17;0.17;MW;3.8;Dulkadiroğlu (Kahramanmaraş);544335
2023-02-08T03:26:02;36.328;36.95;7;0.99;ML;3.1;Merkez (Osmaniye);544334
2023-02-08T03:24:58;36.937;38.084;6.82;0.62;ML;3.4;Göksun (Kahramanmaraş);544333
2023-02-08T03:23:08;37.135;37.401;7.11;0.32;ML;3.5;Pazarcık (Kahramanmaraş);544330
2023-02-08T03:23:07;37.142;37.387;5.04;0.38;MW;3.7;Pazarcık (Kahramanmaraş);544332
2023-02-08T03:20:26;36.553;38.04;10.78;0.46;MW;4;Göksun (Kahramanmaraş);544331
2023-02-08T03:01:02;36.653;37.167;7;0.46;MW;4.1;Bahçe (Osmaniye);544324
2023-02-08T02:59:01;36.689;37.872;6.04;0.11;ML;2.9;Onikişubat (Kahramanmaraş);544329
2023-02-08T02:55:56;36.64;37.172;7.44;0.46;MW;3.6;Bahçe (Osmaniye);544326
2023-02-08T02:53:44;37.062;37.353;6.88;0.25;ML;2.7;Dulkadiroğlu (Kahramanmaraş);544327
2023-02-08T02:51:37;38.157;38.221;6.99;0.61;ML;3;Yeşilyurt (Malatya);544322
2023-02-08T02:49:37;37.698;37.798;7.75;0.2;ML;3.1;Gölbaşı (Adıyaman);544325
2023-02-08T02:48:20;38.35;38.097;7.02;0.37;ML;2.1;Çelikhan (Adıyaman);544323
2023-02-08T02:45:30;36.802;38.096;6.99;0.77;ML;2.6;Göksun (Kahramanmaraş);544321
2023-02-08T02:37:37;36.89;37.365;7.4;0.19;ML;3.1;Türkoğlu (Kahramanmaraş);544319
2023-02-08T02:32:36;37.039;37.488;6.99;0.14;ML;2.9;Dulkadiroğlu (Kahramanmaraş);544318
2023-02-08T02:32:03;28.623;39.013;9.68;0.22;ML;1.1;Demirci (Manisa);544320
2023-02-08T02:29:51;37.569;38.009;9.01;0.42;ML;3.8;Nurhak (Kahramanmaraş);544317
2023-02-08T02:25:12;38.04;37.935;9.08;0.33;MW;4.3;Doğanşehir (Malatya);544310
2023-02-08T02:23:38;36.668;37.824;7.03;0.34;ML;2.8;Onikişubat (Kahramanmaraş);544315
2023-02-08T02:21:19;36.1;36.217;7;0.64;ML;3.3;Defne (Hatay);544313
2023-02-08T02:15:45;36.408;38.019;7;0.56;ML;2.2;Göksun (Kahramanmaraş);544311
2023-02-08T02:14:04;37.154;37.86;6.84;0.78;MW;3.1;Dulkadiroğlu (Kahramanmaraş);544312
2023-02-08T02:10:13;36.741;37.249;7.57;0.5;MW;3.8;Türkoğlu (Kahramanmaraş);544307
2023-02-08T02:07:42;36.836;37.098;6.95;0.84;ML;3;Nurdağı (Gaziantep);544314
2023-02-08T02:05:28;38.418;38.106;7.33;0.92;ML;3;Çelikhan (Adıyaman);544309
2023-02-08T02:01:00;36.915;37.151;7.03;0.65;ML;2.5;Nurdağı (Gaziantep);544316
2023-02-08T02:00:11;37.908;38.065;10.98;0.57;ML;2.6;Doğanşehir (Malatya);544308
2023-02-08T01:58:21;36.537;38.065;7.96;0.34;ML;2.7;Göksun (Kahramanmaraş);544306
2023-02-08T01:49:11;36.823;38.109;7.04;0.75;ML;3.5;Göksun (Kahramanmaraş);544304
2023-02-08T01:46:43;36.49;38.036;11.43;0.38;MW;3.6;Göksun (Kahramanmaraş);544305
2023-02-08T01:42:07;36.809;37.225;10.94;0.43;MW;3.7;Nurdağı (Gaziantep);544302
2023-02-08T01:39:59;36.468;36.704;6.97;0.17;ML;2.3;Hassa (Hatay);544303
2023-02-08T01:36:37;36.404;38.111;7.01;0.49;MW;3.8;Göksun (Kahramanmaraş);544299
2023-02-08T01:36:19;37.721;37.767;6.88;0.18;ML;3.4;Gölbaşı (Adıyaman);544300
2023-02-08T01:28:12;38.576;38.118;7.47;0.55;ML;3.1;Sincik (Adıyaman);544298
2023-02-08T01:26:12;36.853;37.06;6.98;0.26;MW;3.4;Nurdağı (Gaziantep);544297
2023-02-08T01:23:04;36.76;37.085;7.05;0.79;ML;3;Nurdağı (Gaziantep);544301
2023-02-08T01:19:51;36.527;36.9;6.31;0.51;MW;3.7;İslahiye (Gaziantep);544293
2023-02-08T01:19:11;36.94;37.251;6.03;0.26;ML;2.5;Nurdağı (Gaziantep);544296
2023-02-08T01:16:52;36.832;37.179;7;0.62;ML;2.2;Nurdağı (Gaziantep);544295
2023-02-08T01:16:01;36.81;37.291;8.17;0.05;ML;2.3;Türkoğlu (Kahramanmaraş);544294
2023-02-08T01:13:03;38.477;38.104;7.04;0.45;ML;3;Sincik (Adıyaman);544292
2023-02-08T01:11:35;38.448;38.093;7.02;0.29;ML;2.7;Çelikhan (Adıyaman);544291
2023-02-08T01:09:08;38.501;38.108;7;0.63;ML;2.7;Sincik (Adıyaman);544290
2023-02-08T01:06:07;37.558;38.001;7;0.31;ML;3.8;Nurhak (Kahramanmaraş);544289
2023-02-08T01:03:54;39.641;38.464;11.91;0.48;ML;3.3;Maden (Elazığ);544288
2023-02-08T00:51:38;40.19;38.698;7.07;0.36;ML;3.1;Palu (Elazığ);544285
2023-02-08T00:48:50;37.004;38.15;7;0.81;MW;3.9;Afşin (Kahramanmaraş);544284
2023-02-08T00:43:28;39.7;38.557;13.09;0.24;MW;3.9;Maden (Elazığ);544282
2023-02-08T00:40:27;39.476;38.487;8.52;0.42;ML;3;Maden (Elazığ);544286
2023-02-08T00:39:34;36.705;37.333;7.97;0.48;ML;2.6;Türkoğlu (Kahramanmaraş);544280
2023-02-08T00:35:17;36.705;37.149;6.58;0.1;ML;3;Nurdağı (Gaziantep);544279
2023-02-08T00:34:09;39.47;38.485;6.99;0.37;ML;3.3;Maden (Elazığ);544287
2023-02-08T00:33:39;38.275;38.317;9.02;0.98;MW;3.7;Yeşilyurt (Malatya);544283
2023-02-08T00:31:46;36.686;37.028;6.68;0.82;ML;2.8;İslahiye (Gaziantep);544278
2023-02-08T00:30:39;37.023;37.193;6.99;0.8;ML;2.2;�?ehitkamil (Gaziantep);544281
2023-02-08T00:22:40;35.336;35.519;6.94;0.88;MW;4;Akdeniz;544275
2023-02-08T00:21:09;36.78;37.854;6.57;0.41;ML;3;Onikişubat (Kahramanmaraş);544274
2023-02-08T00:18:46;36.294;37.976;10.89;0.28;ML;2.7;Göksun (Kahramanmaraş);544277
2023-02-08T00:17:35;36.903;37.158;5.44;0.87;ML;2.5;Nurdağı (Gaziantep);544276
2023-02-08T00:11:47;37.634;37.989;7.82;0.66;MW;3.9;Doğanşehir (Malatya);544272
2023-02-08T00:07:31;36.477;38.049;7.05;0.68;ML;3.5;Göksun (Kahramanmaraş);544273
2023-02-07T23:56:11;37.009;37.353;7.66;0.24;ML;2.1;Türkoğlu (Kahramanmaraş);544269
2023-02-07T23:50:41;36.553;38.061;7;0.45;ML;2.6;Göksun (Kahramanmaraş);544270
2023-02-07T23:50:03;37.225;37.544;7;0.38;ML;2.7;Pazarcık (Kahramanmaraş);544268
2023-02-07T23:48:22;30.157;37.693;7;0.4;ML;1.5;Burdur Gölü - [03.47 km] Merkez (Burdur);544271
2023-02-07T23:44:35;37.154;37.444;9.85;0.36;ML;2.9;Dulkadiroğlu (Kahramanmaraş);544265
2023-02-07T23:40:00;37.541;38.023;7;0.31;MW;4.1;Nurhak (Kahramanmaraş);544266
2023-02-07T23:37:30;39.109;38.373;7.12;0.75;ML;1.9;Sivrice (Elazığ);544267
2023-02-07T23:32:19;36.683;37.16;4.22;0.19;ML;2.4;Nurdağı (Gaziantep);544262
2023-02-07T23:31:09;36.802;37.322;6.85;0.16;ML;2.2;Türkoğlu (Kahramanmaraş);544263
2023-02-07T23:30:06;38.057;38.201;6.97;0.65;MW;3.7;Yeşilyurt (Malatya);544261
2023-02-07T23:28:33;37.524;38.003;5.53;0.24;ML;3;Nurhak (Kahramanmaraş);544259
2023-02-07T23:25:21;36.059;36.08;9.02;0.76;ML;3.5;Defne (Hatay);544258
2023-02-07T23:23:07;27.202;38.326;8.1;0.19;ML;2;Buca (İzmir);544264
2023-02-07T23:20:20;36.469;36.634;7.13;0.49;ML;3.8;Kırıkhan (Hatay);544256
2023-02-07T23:18:02;38.455;38.091;7.18;0.45;ML;3.1;Çelikhan (Adıyaman);544260
2023-02-07T23:13:03;35.888;36.078;14.3;0.88;MW;4.4;Akdeniz - [05.99 km] Samandağ (Hatay);544254
2023-02-07T23:09:41;36.562;36.89;7;0.66;ML;2.9;İslahiye (Gaziantep);544255
2023-02-07T23:08:01;36.627;38.148;18.22;0.66;MW;3.9;Göksun (Kahramanmaraş);544253
2023-02-07T23:03:29;38.556;37.977;7.02;0.38;ML;2.9;Sincik (Adıyaman);544257
2023-02-07T22:57:11;36.849;37.038;8.29;0.49;ML;2.5;Nurdağı (Gaziantep);544252
2023-02-07T22:51:12;36.788;37.321;9.28;0.2;ML;3.3;Türkoğlu (Kahramanmaraş);544250
